Fund Name, Type, Replication method, Inception date, Fund size [M€], Distribution policy, WKN, ISIN, 
SPDR Bloomberg Euro Government Bond UCITS ETF (Dist), Bonds Government Europe, Sampling, 23.05.11, 289, Distributing, A1JJTP, IE00B3S5XW04, 
SPDR Bloomberg Euro Government Bond UCITS ETF (Acc), Bonds Government Europe, Sampling, 20.11.20, 793, Accumulating, A2QGX2, IE00BMYHQM42, 
iShares Euro Government Bond 0-1yr UCITS ETF, Bonds Government Europe, Sampling, 06.03.09, 720, Distributing, A0RGEL, IE00B3FH7618, 
Invesco Euro Government Bond UCITS ETF Dist, Bonds Government Europe, Sampling, 28.08.19, 12, Distributing, A2N7D3, IE00BGJWWX56, 
Amundi ETF Government Bond Euro Broad Investment Grade 1-3 UCITS ETF EUR (C), Bonds Government Europe, Full replication, 29.06.09, 333, Accumulating, A0RNV6, FR0010754135, 
Amundi ETF Government Bond Euro Broad Investment Grade 10-15 UCITS ETF DR EUR (C), Bonds Government Europe, Full replication, 29.06.09, 97, Accumulating, A0RNWA, FR0010754143, 
Amundi ETF Government Bond Euro Broad Investment Grade 3-5 UCITS ETF EUR (C), Bonds Government Europe, Full replication, 29.06.09, 429, Accumulating, A0RNV7, FR0010754168, 
Amundi ETF Government Bond Euro Broad Investment Grade 5-7 UCITS ETF EUR (C), Bonds Government Europe, Full replication, 29.06.09, 208, Accumulating, A0RNV8, FR0010754176, 
Amundi ETF Government Bond Euro Broad Investment Grade 7-10 UCITS ETF EUR (C), Bonds Government Europe, Full replication, 29.06.09, 188, Accumulating, A0RNV9, FR0010754184, 
Amundi Government Bond Highest Rated Euro Investment Grade UCITS ETF EUR (C), Bonds Government Europe, Sampling, 27.02.18, 645, Accumulating, A2H58G, LU1681046691, 
Amundi Government Bond Lowest Rated Euro Investment Grade UCITS ETF EUR (C), Bonds Government Europe, Sampling, 05.04.18, 331, Accumulating, A2H58E, LU1681046774, 
Amundi Government Bond Lowest Rated Euro Investment Grade UCITS ETF EUR (D), Bonds Government Europe, Sampling, 05.04.18, 154, Distributing, A2H58F, LU1681046857, 
Amundi Government Bond Lowest Rated Euro Investment Grade 1-3 UCITS ETF DR EUR (C), Bonds Government Europe, Full replication, 05.04.18, 81, Accumulating, A2H584, LU1681046345, 
Xtrackers Eurozone Government Bond 1-3 UCITS ETF 1C, Bonds Government Europe, Sampling, 25.05.07, 1367, Accumulating, DBX0AD, LU0290356871, 
Xtrackers Eurozone Government Bond 1-3 UCITS ETF 1D, Bonds Government Europe, Sampling, 24.08.11, 260, Distributing, DBX0JH, LU0614173549, 
Xtrackers Eurozone Government Bond 15-30 UCITS ETF 1C, Bonds Government Europe, Sampling, 01.06.07, 40, Accumulating, DBX0AJ, LU0290357507, 
iShares Euro Government Bond 20yr Target Duration UCITS ETF, Bonds Government Europe, Sampling, 20.01.15, 144, Distributing, A12HMZ, IE00BSKRJX20, 
Xtrackers Eurozone Government Bond 25+ UCITS ETF 1C, Bonds Government Europe, Sampling, 05.06.07, 97, Accumulating, DBX0AK, LU0290357846, 
Xtrackers Eurozone Government Bond 5-7 UCITS ETF 1C, Bonds Government Europe, Sampling, 30.05.07, 344, Accumulating, DBX0AF, LU0290357176, 
VanEck iBoxx EUR Sovereign Capped AAA-AA 1-5 UCITS ETF, Bonds Government Europe, Full replication, 26.11.12, 54, Distributing, A1T84N, NL0010273801, 
iShares Euro Government Bond Capped 1.5-10.5yr UCITS ETF (DE), Bonds Government Europe, Sampling, 11.07.06, 178, Distributing, A0H078, DE000A0H0785, 
Deka iBoxx EUR Liquid Sovereign Diversified 1-10 UCITS ETF, Bonds Government Europe, Full replication, 02.03.09, 32, Distributing, ETFL11, DE000ETFL110, 
VanEck iBoxx EUR Sovereign Diversified 1-10 UCITS ETF, Bonds Government Europe, Full replication, 14.04.11, 23, Distributing, A1J7LH, NL0009690254, 
Deka iBoxx EUR Liquid Sovereign Diversified 1-3 UCITS ETF, Bonds Government Europe, Full replication, 02.03.09, 66, Distributing, ETFL12, DE000ETFL128, 
Deka iBoxx EUR Liquid Sovereign Diversified 10+ UCITS ETF, Bonds Government Europe, Full replication, 03.03.09, 11, Distributing, ETFL16, DE000ETFL169, 
Deka iBoxx EUR Liquid Sovereign Diversified 3-5 UCITS ETF, Bonds Government Europe, Full replication, 02.03.09, 6, Distributing, ETFL13, DE000ETFL136, 
Deka iBoxx EUR Liquid Sovereign Diversified 5-7 UCITS ETF, Bonds Government Europe, Full replication, 03.03.09, 82, Distributing, ETFL14, DE000ETFL144, 
Deka iBoxx EUR Liquid Sovereign Diversified 7-10 UCITS ETF, Bonds Government Europe, Full replication, 03.03.09, 9, Distributing, ETFL15, DE000ETFL151, 
Xtrackers Eurozone Government Bond UCITS ETF 1C, Bonds Government Europe, Sampling, 22.05.07, 1924, Accumulating, DBX0AC, LU0290355717, 
Xtrackers Eurozone Government Bond UCITS ETF 1D, Bonds Government Europe, Sampling, 24.08.11, 651, Distributing, DBX0KC, LU0643975591, 
Xtrackers II Eurozone Government Bond UCITS ETF 2C - USD Hedged, Bonds Government Europe, Sampling, 11.03.20, -, Accumulating, DBX00R, LU2009147591, 
Xtrackers iBoxx Sovereigns Eurozone AAA Swap UCITS ETF 1C, Bonds Government Europe, Swap based; Unfunded, 22.09.10, 12, Accumulating, DBX0FE, LU0484969463, 
Xtrackers iBoxx Sovereigns Eurozone Yield Plus UCITS ETF 1C, Bonds Government Europe, Sampling, 22.09.10, 767, Accumulating, DBX0HM, LU0524480265, 
Xtrackers iBoxx Sovereigns Eurozone Yield Plus UCITS ETF 1D, Bonds Government Europe, Sampling, 28.10.13, 33, Distributing, DBX0N8, LU0962071741, 
Xtrackers Eurozone Government Bond Yield Plus 1-3 UCITS ETF 1C, Bonds Government Europe, Sampling, 14.08.13, 508, Accumulating, DBX0K7, LU0925589839, 
Xtrackers II iBoxx Eurozone Government Bond Yield Plus 1-3 UCITS ETF 2D, Bonds Government Europe, Sampling, 24.01.23, 144, Distributing, DBX0TM, LU2552296563, 
Amundi Index J.P. Morgan EMU Government Investment Grade UCITS ETF DR EUR (C), Bonds Government Europe, Sampling, 24.01.17, 436, Accumulating, A2AUDE, LU1437018598, 
Amundi Index J.P. Morgan EMU Government Investment Grade UCITS ETF DR EUR (D), Bonds Government Europe, Sampling, 06.02.18, 5, Distributing, A2H9Q4, LU1737653714, 
JPMorgan BetaBuilders EUR Government Bond UCITS ETF EUR (Acc), Bonds Government Europe, Sampling, 03.05.19, 17, Accumulating, A2PD1S, IE00BJK9HD13, 
JPMorgan BetaBuilders EUR Government Bond 1-3 UCITS ETF EUR (Acc), Bonds Government Europe, Sampling, 15.02.18, 51, Accumulating, A2H9US, IE00BYVZV757, 
Xtrackers II Eurozone Government Bond 3-5 UCITS ETF 1C, Bonds Government Europe, Sampling, 25.05.07, 265, Accumulating, DBX0AE, LU0290356954, 
Xtrackers II Eurozone Government Bond 3-5 UCITS ETF 1D, Bonds Government Europe, Sampling, 24.08.11, 14, Distributing, DBX0JJ, LU0614173895, 
Xtrackers II Eurozone Government Bond 3-5 UCITS ETF 2C - USD Hedged, Bonds Government Europe, Optimized; sampling, 12.05.23, 0, Accumulating, DBX0TX, LU2606231335, 
Xtrackers II Eurozone Government Bond 7-10 UCITS ETF 1C, Bonds Government Europe, Sampling, 30.05.07, 373, Accumulating, DBX0AG, LU0290357259, 
Xtrackers II Eurozone Government Bond 7-10 UCITS ETF 2C - USD Hedged, Bonds Government Europe, Sampling, 13.10.22, 366, Accumulating, DBX0S5, LU2523865991, 
Lyxor EuroMTS Highest Rated Macro-Weighted Government Bond 1-3Y (DR) UCITS ETF - Acc, Bonds Government Europe, Full replication, 25.11.11, 259, Accumulating, LYX0Z6, LU1829219556, 
Lyxor EuroMTS Highest Rated Macro-Weighted Government Bond 3-5Y (DR) UCITS ETF - Acc, Bonds Government Europe, Full replication, 25.11.11, 55, Accumulating, LYX0Z7, LU1829219713, 
Lyxor EuroMTS Highest Rated Macro-Weighted Government Bond (DR) UCITS ETF - Acc, Bonds Government Europe, Full replication, 06.01.09, 406, Accumulating, LYX0VE, LU1287023342, 
Amundi Prime Euro Govies UCITS ETF DR (D), Bonds Government Europe, Sampling, 12.03.19, 856, Distributing, A2PBLP, LU1931975152, 
Amundi Prime Euro Govies UCITS ETF DR (C), Bonds Government Europe, Sampling, 15.01.20, 222, Accumulating, A2PWMP, LU2089238898, 
Amundi Prime Euro Government Bonds 0-1Y UCITS ETF DR (C), Bonds Government Europe, Full replication, 08.10.20, 251, Accumulating, A2QEUJ, LU2233156582, 
Deka Eurozone Rendite Plus 1-10 UCITS ETF, Bonds Government Europe, Full replication, 02.11.15, 41, Distributing, ETFL49, DE000ETFL490, 
iShares Global AAA-AA Government Bond UCITS ETF (Dist), Bonds Government World, Sampling, 03.10.12, 101, Distributing, A1J40N, IE00B87G8S03, 
iShares Global AAA-AA Government Bond UCITS USD (Acc), Bonds Government World, Sampling, 03.07.18, 14, Accumulating, A2JNLK, IE00BZ171348, 
iShares Global Government Bond Climate UCITS ETF USD (Dist), Bonds Government World, Sampling, 24.03.21, 5, Distributing, A2P2A8, IE00BL0BMG90, 
Lyxor Core Global Government Bond (DR) UCITS ETF - Dist, Bonds Government World, Sampling, 02.06.20, 3, Distributing, LYX01J, LU2099288503, 
Lyxor Core Global Government Bond (DR) UCITS ETF - Monthly Hedged to EUR - Dist, Bonds Government World, Sampling, 02.06.20, 60, Distributing, LYX01H, LU2099289147, 
iShares Global Government Bond UCITS ETF USD (Dist), Bonds Government World, Sampling, 06.03.09, 944, Distributing, A0RGEM, IE00B3F81K65, 
iShares Global Government Bond UCITS ETF (Acc), Bonds Government World, Sampling, 19.10.17, 137, Accumulating, A2H5EV, IE00BYZ28V50, 
iShares Global Government Bond UCITS ETF EUR Hedged (Dist), Bonds Government World, Sampling, 26.09.19, 234, Distributing, A2PRG2, IE00BKT6FT27, 
iShares Global Government Bond UCITS ETF USD Hedged (Acc), Bonds Government World, Sampling, 21.06.19, 188, Accumulating, A2PLYQ, IE00BK7Y2P34, 
HSBC Global Government Bond UCITS ETF C EUR Hedged, Bonds Government World, Sampling, 20.07.23, 1, Accumulating, A3EKEF, IE000QL3QEM2, 
Xtrackers Global Government Bond UCITS ETF 5C, Bonds Government World, Sampling, 14.08.13, 250, Accumulating, DBX0NM, LU0908508731, 
Xtrackers Global Government Bond UCITS ETF 4C CHF hedged, Bonds Government World, Sampling, 27.01.12, 246, Accumulating, DBX0L0, LU0641006613, 
Xtrackers II Global Government Bond UCITS ETF 1C EUR Hedged, Bonds Government World, Sampling, 20.10.08, 468, Accumulating, DBX0A8, LU0378818131, 
Xtrackers Global Government Bond UCITS ETF 1D EUR hedged, Bonds Government World, Sampling, 22.11.11, 200, Distributing, DBX0MF, LU0690964092, 
Xtrackers II Global Government Bond UCITS ETF 2D GBP Hedged, Bonds Government World, Sampling, 24.08.11, 502, Distributing, DBX0LY, LU0641006290, 
Xtrackers Global Government Bond UCITS ETF 3C USD hedged, Bonds Government World, Sampling, 18.04.17, 272, Accumulating, DBX0LZ, LU0641006456, 
First Trust Low Duration Global Government Bond UCITS ETF EUR Hedged dist, Bonds Government World, Full replication, 21.11.19, 12, Distributing, A2PTJ8, IE00BKS2X317, 
First Trust Low Duration Global Government Bond UCITS ETF GBP Hedged dist, Bonds Government World, Full replication, 06.10.20, 0, Distributing, A2PTJ7, IE00BKS2X200, 
Amundi Index J.P. Morgan GBI Global Government Bonds UCITS ETF DR (C), Bonds Government World, Sampling, 24.01.17, 335, Accumulating, A2ATYP, LU1437016204, 
Amundi Index J.P. Morgan GBI Global Govies UCITS ETF DR EUR (D), Bonds Government World, Sampling, 06.02.18, 7, Distributing, A2H9Q3, LU1737653631, 
Amundi Index J.P. Morgan GBI Government Bond Global UCITS ETF DR EUR Hedged, Bonds Government World, Sampling, 12.12.17, 427, Accumulating, A2H56U, LU1708330235, 
Amundi Index J.P. Morgan GBI Global Govies UCITS ETF DR Hedged GBP (D), Bonds Government World, Sampling, 12.07.21, 19, Distributing, A3CSFX, LU2355200796, 
Amundi Index J.P. Morgan GBI Global Govies UCITS ETF DR Hedged USD (C), Bonds Government World, Sampling, 01.06.22, 2, Accumulating, A3DKJ7, LU2469335538, 
Amundi Prime Global Govies UCITS ETF DR (D), Bonds Government World, Sampling, 12.03.19, 37, Distributing, A2PBLQ, LU1931975236, 
Amundi Prime Global Govies UCITS ETF DR (C), Bonds Government World, Sampling, 15.01.20, 4, Accumulating, A2PWMQ, LU2089238971, 
Xtrackers Australia Government Bond UCITS ETF 1C, Bonds Government Australia, Sampling, 19.05.10, 19, Accumulating, DBX0GG, LU0494592974, 
iShares China CNY Bond UCITS ETF USD (Dist), Bonds Government China, Full replication, 24.07.19, 1251, Distributing, A14T8G, IE00BYPC1H27, 
iShares China CNY Bond UCITS ETF USD (Acc), Bonds Government China, Full replication, 14.05.20, 607, Accumulating, A2P3WK, IE00BKPSFD61, 
Amundi China CNY Bonds UCITS ETF DR (C), Bonds Government China, Sampling, 28.11.22, 14, Accumulating, A3DKVC, LU2439735890, 
HSBC China Government Local Bond UCITS ETF C, Bonds Government China, Sampling, 12.07.23, 1, Accumulating, A3EKEN, IE000N5JOGS2, 
iShares China CNY Bond UCITS ETF EUR Hedged (Acc), Bonds Government China, Full replication, 24.02.21, 93, Accumulating, A2PRG1, IE00BKT6VQ12, 
HSBC China Government Local Bond UCITS ETF C EUR Hedged, Bonds Government China, Sampling, 12.07.23, 2, Accumulating, A3EKER, IE000YUU9UG5, 
iShares China CNY Bond UCITS ETF USD Hedged (Dist), Bonds Government China, Full replication, 04.11.19, 425, Distributing, A2PRG0, IE00BKT6RT64, 
KraneShares Bloomberg China Bond Inclusion UCITS ETF, Bonds Government China, Full replication, 26.05.20, 2, Distributing, None, IE00BLM1CC35, 
SPDR Bloomberg China Treasury Bond UCITS ETF (Acc), Bonds Government China, Sampling, 10.11.21, 48, Accumulating, A3C2C7, IE00B6YX5J02, 
Xtrackers II Harvest China Government Bond UCITS ETF 1D, Bonds Government China, Sampling, 08.07.15, 31, Distributing, DBX0PN, LU1094612022, 
iShares China CNY Government Bond UCITS ETF USD (Dist), Bonds Government China, Sampling, 26.04.21, 11, Distributing, A2QMMB, IE00BMC7BF44, 
Goldman Sachs Access China Government Bond UCITS ETF USD (Dist), Bonds Government China, Sampling, 22.10.19, 149, Distributing, A2PPCG, IE00BJSBCS90, 
Goldman Sachs Access China Government Bond UCITS ETF USD (Acc), Bonds Government China, Sampling, 19.05.21, 28, Accumulating, A2PVU9, IE00BJSBC011, 
L&G China CNY Bond UCITS ETF USD Dist, Bonds Government China, Full replication, 03.12.20, 152, Distributing, A2QFVU, IE00BLRPQL76, 
L&G China CNY Bond UCITS ETF EUR Dist, Bonds Government China, Full replication, 22.07.21, 1, Distributing, A3CRXS, IE000F472DU7, 
UBS ETF (LU) J.P. Morgan CNY China Government 1-10 Year Bond UCITS ETF (USD) A-acc, Bonds Government China, Full replication, 31.03.20, 26, Accumulating, A2PYAK, LU2095995895, 
iShares France Government Bond UCITS ETF, Bonds Government France, Sampling, 08.05.12, 414, Distributing, A1JXZF, IE00B7LGZ558, 
iShares France Government Bond UCITS ETF USD Hedged (Dist), Bonds Government France, Sampling, 05.10.22, 1, Distributing, A3DUX1, IE000A9QV382, 
Deka Deutsche Boerse EUROGOV France UCITS ETF, Bonds Government France, Full replication, 24.01.11, 1, Distributing, ETFL42, DE000ETFL425, 
iShares Germany Government Bond UCITS ETF (Dist), Bonds Government Germany, Sampling, 08.05.12, 197, Distributing, A1JXZG, IE00B5V94313, 
Deka Deutsche Boerse EUROGOV Germany UCITS ETF, Bonds Government Germany, Full replication, 16.03.09, 108, Distributing, ETFL17, DE000ETFL177, 
Deka Deutsche Boerse EUROGOV Germany 1-3 UCITS ETF, Bonds Government Germany, Full replication, 16.03.09, 294, Distributing, ETFL18, DE000ETFL185, 
Deka Deutsche Boerse EUROGOV Germany 10+ UCITS ETF, Bonds Government Germany, Full replication, 16.03.09, 39, Distributing, ETFL21, DE000ETFL219, 
Deka Deutsche Boerse EUROGOV Germany 3-5 UCITS ETF, Bonds Government Germany, Full replication, 16.03.09, 67, Distributing, ETFL19, DE000ETFL193, 
Deka Deutsche Boerse EUROGOV Germany 5-10 UCITS ETF, Bonds Government Germany, Full replication, 16.03.09, 168, Distributing, ETFL20, DE000ETFL201, 
iShares eb.rexx Government Germany UCITS ETF (DE), Bonds Government Germany, Sampling, 04.02.03, 234, Distributing, 628946, DE0006289465, 
iShares eb.rexx Government Germany 0-1yr UCITS ETF (DE), Bonds Government Germany, Sampling, 29.07.08, 1816, Distributing, A0Q4RZ, DE000A0Q4RZ9, 
iShares eb.rexx Government Germany 1.5-2.5yr UCITS ETF (DE), Bonds Government Germany, Sampling, 11.06.03, 181, Distributing, 628947, DE0006289473, 
iShares eb.rexx Government Germany 10.5+yr UCITS ETF (DE), Bonds Government Germany, Sampling, 28.09.05, 29, Distributing, A0D8Q3, DE000A0D8Q31, 
iShares eb.rexx Government Germany 2.5-5.5yr UCITS ETF (DE), Bonds Government Germany, Sampling, 11.06.03, 181, Distributing, 628948, DE0006289481, 
iShares eb.rexx Government Germany 5.5-10.5yr UCITS ETF (DE), Bonds Government Germany, Sampling, 11.06.03, 220, Distributing, 628949, DE0006289499, 
Xtrackers II Germany Government Bond UCITS ETF 1D, Bonds Government Germany, Sampling, 05.01.10, 421, Distributing, DBX0C7, LU0468896575, 
Xtrackers II Germany Government Bond UCITS ETF 1C, Bonds Government Germany, Sampling, 24.08.11, 390, Accumulating, DBX0KA, LU0643975161, 
Xtrackers II Germany Government Bond UCITS ETF 2C - USD Hedged, Bonds Government Germany, Sampling, 13.10.22, 416, Accumulating, DBX0S8, LU2523866379, 
Xtrackers II Germany Government Bond 1-3 UCITS ETF 1D, Bonds Government Germany, Sampling, 05.01.10, 36, Distributing, DBX0C9, LU0468897110, 
L&G India INR Government Bond UCITS ETF Dist, Bonds Government India, Full replication, 28.10.21, 499, Distributing, A3CRPV, IE00BL6K6H97, 
Xtrackers India Government Bond UCITS ETF 1C, Bonds Government India, Full replication, 06.09.22, 52, Accumulating, DBX0RZ, IE000QVYFUT7, 
iShares Italy Government Bond UCITS ETF EUR (Dist), Bonds Government Italy, Sampling, 08.05.12, 770, Distributing, A1JXZH, IE00B7LW6Y90, 
iShares Italy Government Bond UCITS ETF EUR (Acc), Bonds Government Italy, Sampling, 24.05.23, 77, Accumulating, A3EEYW, IE000589MF42, 
iShares Italy Government Bond UCITS ETF USD Hedged (Acc), Bonds Government Italy, Sampling, 19.04.18, 0, Accumulating, A2JGQJ, IE00BFMM9235, 
Xtrackers II Italy Government Bond 0-1 Swap UCITS ETF 1C, Bonds Government Italy, Swap based; Unfunded, 12.01.12, 46, Accumulating, DBX0HH, LU0613540268, 
Lyxor EuroMTS 10Y Italy BTP Government Bond (DR) UCITS ETF - Acc, Bonds Government Italy, Full replication, 02.09.13, 212, Accumulating, LYX0WU, LU1598691217, 
Lyxor EuroMTS 1-3Y Italy BTP Government Bond (DR) UCITS ETF - Dist, Bonds Government Italy, Full replication, 21.09.12, 132, Distributing, LYX0WV, LU1598691050, 
UBS ETF (LU) Bloomberg Japan Treasury 1-3 Year Bond UCITS ETF (JPY) A-acc, Bonds Government Japan, Full replication, 03.04.20, 313, Accumulating, A2PX96, LU2098179695, 
UBS ETF (LU) Bloomberg Japan Treasury 1-3 Year Bond UCITS ETF (hedged to EUR) A-acc, Bonds Government Japan, Full replication, 16.06.23, 12, Accumulating, A2PYAB, LU2098180271, 
Xtrackers Japan Government Bond UCITS ETF 1C, Bonds Government Japan, Sampling, 15.11.13, 325, Accumulating, DBX0N3, LU0952581584, 
Lyxor Core Japanese Government Bond (DR) UCITS ETF - Acc, Bonds Government Japan, Full replication, 22.03.21, 16, Accumulating, LYX99M, LU2099287448, 
Xtrackers Singapore Government Bond UCITS ETF 1C, Bonds Government Singapore, Sampling, 11.05.10, 78, Accumulating, DBX0BC, LU0378818560, 
iShares Spain Government Bond UCITS ETF (Dist), Bonds Government Spain, Sampling, 08.05.12, 258, Distributing, A1JXZK, IE00B428Z604, 
iShares Spain Government Bond UCITS ETF USD Hedged (Acc), Bonds Government Spain, Sampling, 19.04.18, 8, Accumulating, A2JGQE, IE00BFMM8Y81, 
Vanguard UK Gilt UCITS ETF Distributing, Bonds Government United Kingdom, Sampling, 22.05.12, 218, Distributing, A1JX55, IE00B42WWV65, 
Vanguard UK Gilt UCITS ETF Accumulating, Bonds Government United Kingdom, Sampling, 19.02.19, 48, Accumulating, A2PCCL, IE00BH04GW44, 
Vanguard U.K. Gilt UCITS ETF EUR Hedged Accumulating, Bonds Government United Kingdom, Sampling, 28.08.20, 5, Accumulating, A2P742, IE00BMX0B524, 
SPDR Bloomberg UK Gilt UCITS ETF, Bonds Government United Kingdom, Full replication, 17.05.12, 349, Distributing, A1JJTR, IE00B3W74078, 
