Country,week day,day,meaning,type,notes
malaysia,Friday,Apr 03,Good Friday,Regional Holiday,Sabah and Sarawak
malaysia,Wednesday,Apr 15,Declaration of Malacca as a Historical City,Regional Holiday,Malacca
malaysia,Sunday,Apr 26,Birthday of the Sultan of Terengganu,Regional Holiday,Terengganu. Always celebrated on 26 April
malaysia,Friday,May 01,Labour Day,National Holiday,International Workers' Day
malaysia,Sunday,May 10,Mother's Day,Not A Public Holiday,2nd Sunday in May. Not a public holiday
malaysia,Sunday,May 17,Birthday of the Raja of Perlis,Regional Holiday,Perlis
malaysia,Monday,May 18,Birthday of the Raja of Perlis (in lieu),Regional Holiday,Perlis
malaysia,Friday,May 22,The Sultan of Pahang Hol,Regional Holiday,Pahang
malaysia,Tuesday,May 26,Arafat (Haj) Day,Regional Holiday,Kelantan; Terengganu
malaysia,Wednesday,May 27,Hari Raya Haji,National Holiday,Festival of Sacrifice
malaysia,Thursday,May 28,Hari Raya Haji Holiday,Regional Holiday,Some states
malaysia,Saturday,May 30,Pesta Kaamatan,Regional Holiday,Sabah; Labuan
malaysia,Saturday,May 30,Birthday of the Governor of Sabah,Regional Holiday,Sabah
malaysia,Sunday,May 31,Wesak Day,National Holiday,Birth of Buddha
malaysia,Sunday,May 31,Pesta Kaamatan,Regional Holiday,Sabah; Labuan
malaysia,Monday,Jun 01,Birthday of SPB Yang di Pertuan Agong,National Holiday,1st Monday in June
malaysia,Monday,Jun 01,Gawai Dayak,Regional Holiday,Sarawak
malaysia,Tuesday,Jun 02,Gawai Dayak,Regional Holiday,Sarawak
malaysia,Wednesday,Jun 17,Awal Muharram,National Holiday,Hijri New Year
malaysia,Sunday,Jun 21,Birthday of the Sultan of Kedah,Regional Holiday,Kedah
malaysia,Sunday,Jun 21,Father's Day,Not A Public Holiday,3rd Sunday in June. Not a public holiday
malaysia,Tuesday,Jul 07,George Town Heritage Day,Regional Holiday,Penang
malaysia,Saturday,Jul 11,Birthday of the Governor,Regional Holiday,Penang
malaysia,Tuesday,Jul 21,The Sultan of Johor Hol,Regional Holiday,Johor
malaysia,Wednesday,Jul 22,Sarawak Day,Regional Holiday,
malaysia,Friday,Jul 31,Birthday of the Sultan of Pahang,Regional Holiday,Pahang
malaysia,Monday,Aug 24,Melaka Governor's Birthday,Regional Holiday,Melaka
malaysia,Tuesday,Aug 25,Maulidur Rasul,National Holiday,Birthday of Prophet Muhammad
malaysia,Monday,Aug 31,National Day,National Holiday,Independence Day
malaysia,Wednesday,Sep 16,Malaysia Day,National Holiday,Became a Federal Holiday in 2010
malaysia,Tuesday,Sep 29,Birthday of the Sultan of Kelantan,Regional Holiday,Kelantan
malaysia,Wednesday,Sep 30,Birthday of the Sultan of Kelantan Holiday,Regional Holiday,Kelantan. Second day
malaysia,Saturday,Oct 10,Birthday of the Governor of Sarawak,Regional Holiday,Sarawak
malaysia,Friday,Nov 06,Birthday of the Sultan of Perak,Regional Holiday,First Friday of November
malaysia,Sunday,Nov 08,Deepavali,Regional Holiday,The festival of lights. Except Sarawak
malaysia,Monday,Nov 09,Deepavali (in lieu),Regional Holiday,Most states
malaysia,Friday,Dec 11,Birthday of The Sultan of Selangor,Regional Holiday,Selangor
malaysia,Thursday,Dec 24,Christmas Eve,Regional Holiday,Sabah
malaysia,Friday,Dec 25,Christmas Day,National Holiday,
maldives,Thursday,Jan 01,New Year's Day,National Holiday,
maldives,Thursday,Feb 19,First of Ramazan,National Holiday,Expected Start of Ramadan
maldives,Friday,Mar 20,Eid-ul Fithr,National Holiday,End of Ramadan
maldives,Friday,May 01,Worker's Day,National Holiday,International Workers' Day
maldives,Wednesday,May 27,Hajj Day,National Holiday,Date to be confirmed. Arafat (Haj) Day
maldives,Thursday,May 28,Eid-ul Al'haa,National Holiday,Feast of the Sacrifice
maldives,Tuesday,Jun 16,Islamic New Year,National Holiday,
maldives,Sunday,Jul 26,Independence Day,National Holiday,
maldives,Saturday,Aug 15,Qaumee Dhuvas,National Holiday,First day of the month of Rabi' al-awwaw
maldives,Tuesday,Aug 25,Mawlid al-Nabi,National Holiday,Birthday of Prophet Muhammad
maldives,Sunday,Sep 13,The Day Maldives Embraced Islam,National Holiday,First day of the month of Rabi' al-thani
maldives,Tuesday,Nov 03,Victory Day,National Holiday,
maldives,Wednesday,Nov 11,Republic Day,National Holiday,
maldives,Thursday,Dec 31,New Year's Eve,Not A Public Holiday,Banks are closed
mali,Thursday,Jan 01,New Year's Day,
mali,Tuesday,Jan 20,Army Day,
mali,Friday,Mar 20,Korité,End of Ramadan
mali,Thursday,Mar 26,Martyrs Day,Democracy Day
mali,Monday,Apr 06,Easter Monday,
mali,Friday,May 01,Worker's Day,International Workers' Day
mali,Monday,May 25,Africa Day,African Unity Day
mali,Thursday,May 28,Tabaski,Feast of the Sacrifice
mali,Tuesday,Aug 25,Prophet Mohammed's Birthday,
mali,Tuesday,Sep 01,Prophet's Baptism,
mali,Tuesday,Sep 22,Independence Day,National Day
mali,Friday,Dec 25,Christmas Day,
malta,Thursday,Jan 01,New Year's Day,L-Ewwel tas-Sena,
malta,Tuesday,Feb 10,Feast of St. Paul's shipwreck,San Pawl Nawfragu,
malta,Thursday,Mar 19,St. Joseph's Day,San Ġużepp,
malta,Tuesday,Mar 31,Freedom Day,Jum il-Ħelsien,National Holiday
malta,Friday,Apr 03,Good Friday,Il-Ġimgħa l-Kbira,
malta,Sunday,Apr 05,Easter Sunday,,
malta,Friday,May 01,Worker's Day,Jum il-Ħaddiem,International Workers' Day
malta,Sunday,May 10,Mother's Day,Jum l-Omm,2nd Sunday in May. Not a public holiday
malta,Sunday,Jun 07,Sette Giugno,Sette Giugno,National Holiday
malta,Sunday,Jun 21,Father's Day,Jum il-Missier,3rd Sunday in June. Not a public holiday
malta,Monday,Jun 29,Saint Peter and Saint Paul,L-Imnarja,
malta,Saturday,Aug 15,Assumption Day,Santa Marija,
malta,Tuesday,Sep 08,Feast of Our Lady of Victories,Jum il-Vitorja,National Holiday
malta,Monday,Sep 21,Independence Day,Jum l-Indipendenza,National Holiday
malta,Tuesday,Dec 08,Immaculate Conception Day,Il-Kunċizzjoni,Also known as Virgins Day
malta,Sunday,Dec 13,Republic Day,Jum ir-Repubblika,National Holiday
malta,Friday,Dec 25,Christmas Day,Il-Milied,
martinique,Thursday,Jan 01,New Year's Day,
martinique,Monday,Apr 06,Easter Monday,
martinique,Friday,May 01,Labour Day,International Workers' Day
martinique,Friday,May 08,Victory Day,
martinique,Thursday,May 14,Ascension Day,39 days after Easter Sunday
martinique,Friday,May 22,Abolition Day,National Day
martinique,Monday,May 25,Whit Monday,7th Monday after Easter
martinique,Tuesday,Jul 14,French National Day,Bastille Day
martinique,Saturday,Aug 15,Assumption Day,
martinique,Sunday,Nov 01,All Saints' Day,
martinique,Wednesday,Nov 11,Armistice Day,
martinique,Friday,Dec 25,Christmas Day,
mauritania,Thursday,Jan 01,New Year's Day,National Holiday,
mauritania,Friday,Mar 20,Eid Al Fitr,National Holiday,End of Ramadan
mauritania,Saturday,Mar 21,Eid Al Fitr Holiday,National Holiday,
mauritania,Friday,May 01,Labour Day,National Holiday,International Workers' Day
mauritania,Monday,May 25,Africa Day,National Holiday,African Unity Day
mauritania,Thursday,May 28,Eid Al-Adha,National Holiday,Feast of the Sacrifice
mauritania,Friday,May 29,Eid Al-Adha Holiday,National Holiday,
mauritania,Tuesday,Jun 16,Awal Muharram,National Holiday,Islamic New Year
mauritania,Tuesday,Aug 25,Mouloud,National Holiday,Birthday of Prophet Muhammad
mauritania,Saturday,Nov 28,Independence Day,National Holiday,National Day
mauritius,Thursday,Jan 01,New Year's Day,National Holiday,
mauritius,Friday,Jan 02,New Year's Holiday,National Holiday,
mauritius,Sunday,Feb 01,Abolition of Slavery,National Holiday,
mauritius,Sunday,Feb 01,Thaipoosam Cavadee,National Holiday,Hindu festival
mauritius,Sunday,Feb 15,Maha Shivaratree,National Holiday,
mauritius,Tuesday,Feb 17,Chinese Spring Festival,National Holiday,
mauritius,Thursday,Mar 12,Independence and Republic Day,National Holiday,National Day
mauritius,Thursday,Mar 19,Ougadi,National Holiday,Telugu and Kannada New Year
mauritius,Saturday,Mar 21,Eid-Ul-Fitr,National Holiday,End of Ramadan
mauritius,Tuesday,Apr 14,Tamizh Puttaandu,Not A Public Holiday,Tamil New Year
mauritius,Friday,May 01,Labour Day,National Holiday,International Workers' Day
mauritius,Saturday,Aug 15,Assumption Day,National Holiday,
mauritius,Wednesday,Sep 16,Ganesh Chaturthi,National Holiday,Varasiddhi Vinayaka Vrata
mauritius,Monday,Nov 02,Arrival of Indentured Labourers,National Holiday,
mauritius,Sunday,Nov 08,Diwali,National Holiday,Deepavali
mauritius,Friday,Dec 25,Christmas Day,National Holiday,
mexico,Thursday,Jan 01,New Year's Day,Statutory Holiday,
mexico,Monday,Feb 02,Constitution Day,Statutory Holiday,First Monday in February
mexico,Monday,Mar 16,Benito Juarez's Birthday,Statutory Holiday,Third Monday in March
mexico,Thursday,Apr 02,Maundy Thursday,Statutory Holiday,Not an official holiday
mexico,Friday,Apr 03,Good Friday,Statutory Holiday,Not an official holiday
mexico,Friday,May 01,Labor Day,Statutory Holiday,May Day
mexico,Tuesday,May 05,Cinco de Mayo,Regional Holiday,Puebla only
mexico,Sunday,May 10,Mother's Day,Not A Public Holiday,
mexico,Sunday,Jun 21,Father's Day,Not A Public Holiday,3rd Sunday in June. Not a public holiday
mexico,Wednesday,Sep 16,Independence Day,Statutory Holiday,National Day
mexico,Monday,Oct 12,Day of the Pluricultural Nation,Statutory Holiday,Not an official holiday
mexico,Monday,Nov 02,Day of the Dead,Statutory Holiday,Not an official holiday
mexico,Monday,Nov 16,Revolution Day,Statutory Holiday,Third Monday of November
mexico,Saturday,Dec 12,Day of the Virgin of Guadalupe,Statutory Holiday,Not an official holiday
mexico,Friday,Dec 25,Christmas Day,Statutory Holiday,Celebrated as secular winter holiday
moldova,Thursday,Jan 01,New Year's Day,National Holiday,
moldova,Wednesday,Jan 07,Orthodox Christmas,National Holiday,
moldova,Wednesday,Jan 07,Orthodox Christmas Holiday,National Holiday,
moldova,Sunday,Mar 01,Martisor,Not A Public Holiday,The traditional beginning of Spring
moldova,Sunday,Mar 08,International Women's Day,National Holiday,
moldova,Sunday,Apr 12,Orthodox Easter Day,National Holiday,Movable
moldova,Monday,Apr 13,Orthodox Easter Monday,National Holiday,Movable
moldova,Monday,Apr 20,Memorial Easter,National Holiday,
moldova,Friday,May 01,Labour Day,National Holiday,International Workers' Day
moldova,Saturday,May 09,Victory Day,National Holiday,
moldova,Monday,Jun 01,International Children's Day,National Holiday,
moldova,Thursday,Aug 27,Independence Holiday,National Holiday,
moldova,Monday,Aug 31,Romanian Language Day,National Holiday,
moldova,Wednesday,Oct 14,Chisinau City Day,Regional Holiday,Public Holiday just for Chisinau
moldova,Saturday,Nov 21,Cahul City Day,Regional Holiday,Cahul City
moldova,Friday,Dec 25,Christmas Day,National Holiday,
monaco,Thursday,Jan 01,New Year's Day,National Holiday,First Monday if 1st is Saturday or Sunday
monaco,Tuesday,Jan 27,Saint Dévote's Day,National Holiday,Patron Saint of Moncao
monaco,Monday,Apr 06,Easter Monday,National Holiday,
monaco,Friday,May 01,Labour Day,National Holiday,International Workers' Day
monaco,Thursday,May 14,Ascension Day,National Holiday,39 days after Easter Sunday
monaco,Monday,May 25,Whit Monday,National Holiday,7th Monday after Easter
monaco,Thursday,Jun 04,Corpus Christi,National Holiday,Second Thursday after Whitsun
monaco,Saturday,Aug 15,Assumption Day,National Holiday,
monaco,Sunday,Nov 01,All Saints' Day,National Holiday,
monaco,Thursday,Nov 19,H.S.H. the Sovereign Prince's Day,National Holiday,National Day
monaco,Tuesday,Dec 08,Immaculate Conception Day,National Holiday,
monaco,Friday,Dec 25,Christmas Day,National Holiday,
mongolia,Thursday,Jan 01,New Year's Day,National Holiday,
mongolia,Monday,Feb 16,Bituun Holiday,National Holiday,Lunar New Year's Eve
mongolia,Tuesday,Feb 17,Tsagaan Sar,National Holiday,1st day of 1st lunar month
mongolia,Wednesday,Feb 18,Tsagaan Sar Holiday,National Holiday,2nd day of 1st lunar month
mongolia,Wednesday,Feb 18,Tsagaan Sar Holiday,National Holiday,3rd day of 1st lunar month
mongolia,Sunday,Mar 08,International Women's Day,National Holiday,
mongolia,Sunday,May 31,Buddha Day,National Holiday,Birth of Buddha
mongolia,Monday,Jun 01,Mother's and Children's Day,National Holiday,
mongolia,Saturday,Jul 11,Naadam,National Holiday,
mongolia,Sunday,Jul 12,Naadam Holiday,National Holiday,
mongolia,Monday,Jul 13,Naadam Holiday,National Holiday,
mongolia,Tuesday,Jul 14,Naadam Holiday,National Holiday,
mongolia,Wednesday,Jul 15,Naadam Holiday,National Holiday,
mongolia,Tuesday,Nov 10,Genghis Khan's birthday,National Holiday,First day of the first winter lunar month
mongolia,Thursday,Nov 26,Republic Day,National Holiday,
mongolia,Tuesday,Dec 29,Independence Day,National Holiday,National Revolution of Freedom and Independence Day
montenegro,Thursday,Jan 01,New Year's Day,National Holiday,
montenegro,Friday,Jan 02,Day after New Year's Day,National Holiday,
montenegro,Tuesday,Jan 06,Orthodox Christmas Eve,National Holiday,
montenegro,Wednesday,Jan 07,Orthodox Christmas,National Holiday,
montenegro,Friday,Apr 10,Orthodox Good Friday,National Holiday,
montenegro,Sunday,Apr 12,Orthodox Easter Day,National Holiday,Movable
montenegro,Monday,Apr 13,Orthodox Easter Monday,National Holiday,Movable
montenegro,Friday,May 01,Labour Day,National Holiday,International Workers' Day
montenegro,Saturday,May 02,Labour Day (2nd day),National Holiday,
montenegro,Thursday,May 21,Independence Day,National Holiday,National Day
montenegro,Friday,May 22,Independence Day Holiday,National Holiday,National Day
montenegro,Monday,Jul 13,Sovereignty Day of Montenegro,National Holiday,
montenegro,Tuesday,Jul 14,Sovereignty Day of Montenegro Holiday,National Holiday,
montserrat,Thursday,Jan 01,New Year's Day,Public Holiday,
montserrat,Tuesday,Mar 17,St. Patrick's Day,Public Holiday,
montserrat,Friday,Apr 03,Good Friday,Public Holiday,
montserrat,Monday,Apr 06,Easter Monday,Public Holiday,
montserrat,Monday,May 04,Labour Monday,Public Holiday,1st Monday in May
montserrat,Monday,May 25,Whit Monday,Public Holiday,7th Monday after Easter
montserrat,Monday,Jun 08,King's Birthday Holiday,Public Holiday,
montserrat,Wednesday,Jul 08,National Day of Prayer,Reflection and Thanksgiving,Public Holiday Second Wednesday in July
montserrat,Monday,Aug 03,Emancipation Day,Public Holiday,
montserrat,Friday,Dec 25,Christmas Day,Public Holiday,
montserrat,Saturday,Dec 26,Boxing Day,Public Holiday,
montserrat,Thursday,Dec 31,Festival Day,Public Holiday,
morocco,Thursday,Jan 01,New Year's Day,National Holiday,
morocco,Sunday,Jan 11,Proclamation of Independence,National Holiday,Anniversary of the Independence Manifesto of 1944
morocco,Wednesday,Jan 14,Amazigh New Year,National Holiday,Berber New Year
morocco,Friday,Mar 20,Eid Sghir,National Holiday,End of Ramadan
morocco,Saturday,Mar 21,Eid Sghir Holiday,National Holiday,
morocco,Friday,May 01,Labour Day,National Holiday,International Workers' Day
morocco,Wednesday,May 27,Eid Kbir,Government Holiday,Feast of the Sacrifice
morocco,Thursday,May 28,Eid Kbir Holiday,Government Holiday,Feast of the Sacrifice
morocco,Wednesday,Jun 17,Fatih Muharram,National Holiday,Islamic New Year
morocco,Thursday,Jul 30,Enthronement,National Holiday,King Mohammed VI's coronation in 1999
morocco,Friday,Aug 14,Oued Ed-Dahab Day,National Holiday,Allegiance Day
morocco,Thursday,Aug 20,Revolution Day,National Holiday,Marks King Mohammed V's exile in 1953
morocco,Friday,Aug 21,Youth Day,National Holiday,
morocco,Wednesday,Aug 26,Eid Al Mawled,National Holiday,Birthday of Prophet Muhammad
morocco,Thursday,Aug 27,Eid Al Mawled Holiday,National Holiday,Birthday of Prophet Muhammad
morocco,Saturday,Oct 31,Unity Day,National Holiday,
morocco,Friday,Nov 06,Green March Day,National Holiday,
morocco,Wednesday,Nov 18,Independence Day,National Holiday,National Day
mozambique,Thursday,Jan 01,New Year's Day,National Holiday,
mozambique,Tuesday,Feb 03,Heroes' Day,National Holiday,
mozambique,Friday,Apr 03,Good Friday,National Holiday,
mozambique,Tuesday,Apr 07,Women's Day,National Holiday,
mozambique,Friday,May 01,Worker's Day,National Holiday,International Workers' Day
mozambique,Thursday,Jun 25,Independence Day,National Holiday,National Day
mozambique,Monday,Sep 07,Victory Day,National Holiday,
mozambique,Friday,Sep 25,Revolution Day,National Holiday,Armed Forces day
mozambique,Sunday,Oct 04,Day of Peace and Reconciliation,National Holiday,
mozambique,Monday,Oct 05,Day of Peace and Reconciliation (in lieu),National Holiday,
mozambique,Friday,Dec 25,Family Day,National Holiday,Christmas
myanmar,Thursday,Jan 01,New Year's Day,National Holiday,
myanmar,Friday,Jan 02,Day after New Year's Day,National Holiday,
myanmar,Sunday,Jan 04,Independence Day,National Holiday,
myanmar,Thursday,Feb 12,Union Day,National Holiday,
myanmar,Friday,Feb 13,Union Day (bridge day),National Holiday,
myanmar,Monday,Feb 16,Chinese New Year,National Holiday,
myanmar,Tuesday,Feb 17,Chinese New Year Holiday,National Holiday,
myanmar,Monday,Mar 02,Full Moon Day of Tabaung,National Holiday,Date varies depending on the lunar cycle
myanmar,Monday,Mar 02,Peasants' Day,National Holiday,
myanmar,Friday,Mar 27,Armed Forces Day,National Holiday,Tatmadaw Day
myanmar,Saturday,Apr 11,Thingyan Holiday,National Holiday,Water festival
myanmar,Sunday,Apr 12,Thingyan Holiday,National Holiday,Water festival
myanmar,Monday,Apr 13,Thingyan Holiday,National Holiday,Water festival
myanmar,Tuesday,Apr 14,Thingyan,National Holiday,Water festival
myanmar,Wednesday,Apr 15,Thingyan Holiday,National Holiday,Water festival
myanmar,Thursday,Apr 16,Thingyan Holiday,National Holiday,Water festival
myanmar,Friday,Apr 17,Burmese New Year,National Holiday,
myanmar,Saturday,Apr 18,Burmese New Year Holiday,National Holiday,
myanmar,Sunday,Apr 19,Burmese New Year Holiday,National Holiday,
myanmar,Thursday,Apr 30,Full Moon Day of Kasong,National Holiday,Birth of Buddha
myanmar,Friday,May 01,Labour Day (in lieu),National Holiday,May Day
myanmar,Thursday,May 28,Eid ul-Adha Day,National Holiday,Date subject to change
myanmar,Sunday,Jul 19,Martyr's Day,National Holiday,
myanmar,Wednesday,Jul 29,Full Moon Day of Waso,National Holiday,Dhammasetkya Day. Beginning of Buddhist Lent
myanmar,Sunday,Oct 25,Full Moon Day of Thadingyut,National Holiday,End of Buddhist Lent
myanmar,Monday,Oct 26,Full Moon of Thadingyut Holiday Holiday,National Holiday,End of Buddhist Lent
myanmar,Tuesday,Oct 27,Full Moon of Thadingyut Holiday Holiday,National Holiday,End of Buddhist Lent
