name,id,imageurl,xdescription,ydescription,height,category,weight,typeofpokemon/0,typeofpokemon/1,weaknesses/0,weaknesses/1,weaknesses/2,weaknesses/3,evolutions/0,evolutions/1,evolutions/2,abilities/0,hp,attack,defense,special_attack,special_defense,speed,total,male_percentage,female_percentage,genderless,cycles,egg_groups,evolvedfrom,reason,base_exp,weaknesses/4,evolutions/3,weaknesses/5,weaknesses/6,evolutions/4,evolutions/5,evolutions/6,evolutions/7,evolutions/8
Darkrai,#491,https://assets.pokemon.com/assets/cms2/img/pokedex/full/491.png,It can lull people to sleep and make them dream. It is active during nights of the new moon.,"It chases people and Pokémon from its territory by causing them to experience deep, nightmarish slumbers.","4' 11""",Pitch-Black,111.3 lbs,Dark,,Fighting,Bug,Fairy,,#491,,,Bad Dreams,30,50,40,70,40,70,300,,,1,120 ,Undiscovered ,,,270,,,,,,,,,
Shaymin,#492,https://assets.pokemon.com/assets/cms2/img/pokedex/full/492.png,The blooming of Gracidea flowers confers the power of flight upon it. Feelings of gratitude are the message it delivers.,It can dissolve toxins in the air to instantly transform ruined land into a lush field of flowers.,"0' 08""",Gratitude,4.6 lbs,Grass,,Bug,Fire,Flying,Ice,#492,,,Natural Cure,40,50,40,50,40,50,270,,,1,120 ,Undiscovered ,,,270,Poison,,,,,,,,
Arceus,#493,https://assets.pokemon.com/assets/cms2/img/pokedex/full/493.png,It is told in mythology that this Pokémon was born before the universe even existed.,"According to the legends of Sinnoh, this Pokémon emerged from an egg and shaped all there is in this world.","10' 06""",Alpha,705.5 lbs,Normal,,Fighting,,,,#493,,,Multitype,50,60,50,60,50,60,330,,,1,120 ,Undiscovered ,,,324,,,,,,,,,
Victini,#494,https://assets.pokemon.com/assets/cms2/img/pokedex/full/494.png,"When it shares the infinite energy it creates, that being's entire body will be overflowing with power.","This Pokémon brings victory. It is said that Trainers with Victini always win, regardless of the type of encounter.","1' 04""",Victory,8.8 lbs,Psychic,Fire,Water,Ground,Rock,Ghost,#494,,,Victory Star,40,50,40,50,40,50,270,,,1,120 ,Undiscovered ,,,270,Dark,,,,,,,,
Snivy,#495,https://assets.pokemon.com/assets/cms2/img/pokedex/full/495.png,"They photosynthesize by bathing their tails in sunlight. When they are not feeling well, their tails droop.",Being exposed to sunlight makes its movements swifter. It uses vines more adeptly than its hands.,"2' 00""",Grass Snake,17.9 lbs,Grass,,Fire,Ice,Poison,Flying,#495,#496,#497,Overgrow,20,20,30,20,20,30,140,87.5%,12.5%,0,20 ,"Field, Grass ",,,62,Bug,,,,,,,,
Servine,#496,https://assets.pokemon.com/assets/cms2/img/pokedex/full/496.png,"When it gets dirty, its leaves can't be used in photosynthesis, so it always keeps itself clean.","It moves along the ground as if sliding. Its swift movements befuddle its foes, and it then attacks with a vine whip.","2' 07""",Grass Snake,35.3 lbs,Grass,,Fire,Ice,Poison,Flying,#495,#496,#497,Overgrow,30,30,30,30,30,50,200,87.5%,12.5%,0,20 ,"Field, Grass ",#495,(Level 17),145,Bug,,,,,,,,
Serperior,#497,https://assets.pokemon.com/assets/cms2/img/pokedex/full/497.png,It can stop its opponents' movements with just a glare. It takes in solar energy and boosts it internally.,It only gives its all against strong opponents who are not fazed by the glare from Serperior's noble eyes.,"10' 10""",Regal,138.9 lbs,Grass,,Fire,Ice,Poison,Flying,#495,#496,#497,Overgrow,30,40,40,40,40,60,250,87.5%,12.5%,0,20 ,"Field, Grass ",#496,(Level 36),238,Bug,,,,,,,,
Tepig,#498,https://assets.pokemon.com/assets/cms2/img/pokedex/full/498.png,"It loves to eat roasted berries, but sometimes it gets too excited and burns them to a crisp.",It can deftly dodge its foe's attacks while shooting fireballs from its nose. It roasts berries before it eats them.,"1' 08""",Fire Pig,21.8 lbs,Fire,,Water,Ground,Rock,,#498,#499,#500,Blaze,30,30,20,20,20,30,150,87.5%,12.5%,0,20 ,Field ,,,62,,,,,,,,,
Pignite,#499,https://assets.pokemon.com/assets/cms2/img/pokedex/full/499.png,"When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke.","The more it eats, the more fuel it has to make the fire in its stomach stronger. This fills it with even more power.","3' 03""",Fire Pig,122.4 lbs,Fire,Fighting,Water,Ground,Flying,Psychic,#498,#499,#500,Blaze,40,50,30,30,20,30,200,87.5%,12.5%,0,20 ,Field ,#498,(Level 17),146,,,,,,,,,
Emboar,#500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/500.png,It has mastered fast and powerful fighting moves. It grows a beard of fire.,It can throw a fire punch by setting its fists on fire with its fiery chin. It cares deeply about its friends.,"5' 03""",Mega Fire Pig,330.7 lbs,Fire,Fighting,Water,Ground,Flying,Psychic,#498,#499,#500,Blaze,40,60,30,50,30,40,250,87.5%,12.5%,0,20 ,Field ,#499,(Level 36),238,,,,,,,,,
Oshawott,#501,https://assets.pokemon.com/assets/cms2/img/pokedex/full/501.png,"It fights using the scalchop on its stomach. In response to an attack, it retaliates immediately by slashing.",The scalchop on its stomach isn't just used for battle—it can be used to break open hard berries as well.,"1' 08""",Sea Otter,13.0 lbs,Water,,Grass,Electric,,,#501,#502,#503,Torrent,20,30,20,30,20,30,150,87.5%,12.5%,0,20 ,Field ,,,62,,,,,,,,,
Dewott,#502,https://assets.pokemon.com/assets/cms2/img/pokedex/full/502.png,"As a result of strict training, each Dewott learns different forms for using the scalchops.",Strict training is how it learns its flowing double-scalchop technique.,"2' 07""",Discipline,54.0 lbs,Water,,Grass,Electric,,,#501,#502,#503,Torrent,30,40,30,40,30,30,200,87.5%,12.5%,0,20 ,Field ,#501,(Level 17),145,,,,,,,,,
Samurott,#503,https://assets.pokemon.com/assets/cms2/img/pokedex/full/503.png,One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.,"In the time it takes a foe to blink, it can draw and sheathe the seamitars attached to its front legs.","4' 11""",Formidable,208.6 lbs,Water,,Grass,Electric,,,#501,#502,#503,Torrent,40,50,40,50,30,40,250,87.5%,12.5%,0,20 ,Field ,#502,(Level 36),238,,,,,,,,,
Patrat,#504,https://assets.pokemon.com/assets/cms2/img/pokedex/full/504.png,"Extremely cautious, one of them will always be on the lookout, but it won't notice a foe coming from behind.","Using food stored in cheek pouches, they can keep watch for days. They use their tails to communicate with others.","1' 08""",Scout,25.6 lbs,Normal,,Fighting,,,,#504,#505,,Keen Eye,20,30,20,20,20,20,130,50%,50%,0,15 ,Field ,,,51,,,,,,,,,
Watchog,#505,https://assets.pokemon.com/assets/cms2/img/pokedex/full/505.png,"When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches.","Using luminescent matter, it makes its eyes and body glow and stuns attacking opponents.","3' 07""",Lookout,59.5 lbs,Normal,,Fighting,,,,#504,#505,,Keen Eye,30,40,30,30,30,40,200,50%,50%,0,20 ,Field ,#504,(Level 20),147,,,,,,,,,
Lillipup,#506,https://assets.pokemon.com/assets/cms2/img/pokedex/full/506.png,"Though it is a very brave Pokémon, it's also smart enough to check its foe's strength and avoid battle.",The long hair around its face provides an amazing radar that lets it sense subtle changes in its surroundings.,"1' 04""",Puppy,9.0 lbs,Normal,,Fighting,,,,#506,#507,#508,Pickup,20,30,20,10,20,30,130,50%,50%,0,15 ,Field ,,,55,,,,,,,,,
Herdier,#507,https://assets.pokemon.com/assets/cms2/img/pokedex/full/507.png,"It has black, cape-like fur that is very hard and decreases the amount of damage it receives.","This very loyal Pokémon helps Trainers, and it also takes care of other Pokémon.","2' 11""",Loyal Dog,32.4 lbs,Normal,,Fighting,,,,#506,#507,#508,Intimidate,30,40,30,20,30,30,180,50%,50%,0,15 ,Field ,#506,(Level 16),130,,,,,,,,,
Stoutland,#508,https://assets.pokemon.com/assets/cms2/img/pokedex/full/508.png,Being wrapped in its long fur is so comfortable that a person would be fine even overnight on a wintry mountain.,It rescues people stranded by blizzards in the mountains. Its shaggy fur shields it from the cold.,"3' 11""",Big-Hearted,134.5 lbs,Normal,,Fighting,,,,#506,#507,#508,Intimidate,30,60,40,20,40,40,230,50%,50%,0,15 ,Field ,#507,(Level 32),225,,,,,,,,,
Purrloin,#509,https://assets.pokemon.com/assets/cms2/img/pokedex/full/509.png,"They steal from people for fun, but their victims can't help but forgive them. Their deceptively cute act is perfect.","Its cute act is a ruse. When victims let down their guard, they find their items taken. It attacks with sharp claws.","1' 04""",Devious,22.3 lbs,Dark,,Fighting,Bug,Fairy,,#509,#510,,Limber,20,30,20,20,20,40,150,50%,50%,0,20 ,Field ,,,56,,,,,,,,,
Liepard,#510,https://assets.pokemon.com/assets/cms2/img/pokedex/full/510.png,"Stealthily, it sneaks up on its target, striking from behind before its victim has a chance to react.",Their beautiful form comes from the muscles they have developed. They run silently in the night.,"3' 07""",Cruel,82.7 lbs,Dark,,Fighting,Bug,Fairy,,#509,#510,,Limber,30,50,20,40,20,60,220,50%,50%,0,20 ,Field ,#509,(Level 20),156,,,,,,,,,
Pansage,#511,https://assets.pokemon.com/assets/cms2/img/pokedex/full/511.png,It's good at finding berries and gathers them from all over. It's kind enough to share them with friends.,It shares the leaf on its head with weary-looking Pokémon. These leaves are known to relieve stress.,"2' 00""",Grass Monkey,23.1 lbs,Grass,,Fire,Ice,Poison,Flying,#511,#512,,Gluttony,20,30,20,30,20,40,160,87.5%,12.5%,0,20 ,Field ,,,63,Bug,,,,,,,,
Simisage,#512,https://assets.pokemon.com/assets/cms2/img/pokedex/full/512.png,"Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter.",It attacks enemies with strikes of its thorn-covered tail. This Pokémon is wild tempered.,"3' 07""",Thorn Monkey,67.2 lbs,Grass,,Fire,Ice,Poison,Flying,#511,#512,,Gluttony,30,50,30,50,30,50,240,87.5%,12.5%,0,20 ,Field ,#511,(use Leaf Stone),174,Bug,,,,,,,,
Pansear,#513,https://assets.pokemon.com/assets/cms2/img/pokedex/full/513.png,This Pokémon lives in caves in volcanoes. The fire within the tuft on its head can reach 600 degrees Fahrenheit.,"Very intelligent, it roasts berries before eating them. It likes to help people.","2' 00""",High Temp,24.3 lbs,Fire,,Water,Ground,Rock,,#513,#514,,Gluttony,20,30,20,30,20,40,160,87.5%,12.5%,0,20 ,Field ,,,63,,,,,,,,,
Simisear,#514,https://assets.pokemon.com/assets/cms2/img/pokedex/full/514.png,"When it gets excited, embers rise from its head and tail and it gets hot. For some reason, it loves sweets.",A flame burns inside its body. It scatters embers from its head and tail to sear its opponents.,"3' 03""",Ember,61.7 lbs,Fire,,Water,Ground,Rock,,#513,#514,,Gluttony,30,50,30,50,30,50,240,87.5%,12.5%,0,20 ,Field ,#513,(use Fire Stone),174,,,,,,,,,
Panpour,#515,https://assets.pokemon.com/assets/cms2/img/pokedex/full/515.png,The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.,The water stored inside the tuft on its head is full of nutrients. It waters plants with it using its tail.,"2' 00""",Spray,29.8 lbs,Water,,Grass,Electric,,,#515,#516,,Gluttony,20,30,20,30,20,40,160,87.5%,12.5%,0,20 ,Field ,,,63,,,,,,,,,
Simipour,#516,https://assets.pokemon.com/assets/cms2/img/pokedex/full/516.png,"It prefers places with clean water. When its tuft runs low, it replenishes it by siphoning up water with its tail.","The high-pressure water expelled from its tail is so powerful, it can destroy a concrete wall.","3' 03""",Geyser,63.9 lbs,Water,,Grass,Electric,,,#515,#516,,Gluttony,30,50,30,50,30,50,240,87.5%,12.5%,0,20 ,Field ,#515,(use Water Stone),174,,,,,,,,,
Munna,#517,https://assets.pokemon.com/assets/cms2/img/pokedex/full/517.png,"It eats the dreams of people and Pokémon. When it eats a pleasant dream, it expels pink-colored mist.",This Pokémon appears before people and Pokémon who are having nightmares and eats those dreams.,"2' 00""",Dream Eater,51.4 lbs,Psychic,,Bug,Ghost,Dark,,#517,#518,,Synchronize,30,10,20,30,20,10,120,50%,50%,0,10 ,Field ,,,58,,,,,,,,,
Musharna,#518,https://assets.pokemon.com/assets/cms2/img/pokedex/full/518.png,The dream mist coming from its forehead changes into many different colors depending on the dream that was eaten.,The mist emanating from their foreheads is packed with the dreams of people and Pokémon.,"3' 07""",Drowsing,133.4 lbs,Psychic,,Bug,Ghost,Dark,,#517,#518,,Synchronize,50,30,40,50,40,20,230,50%,50%,0,10 ,Field ,#517,(use Moon Stone),170,,,,,,,,,
Pidove,#519,https://assets.pokemon.com/assets/cms2/img/pokedex/full/519.png,These Pokémon live in cities. They are accustomed to people. Flocks often gather in parks and plazas.,This very forgetful Pokémon will wait for a new order from its Trainer even though it already has one.,"1' 00""",Tiny Pigeon,4.6 lbs,Normal,Flying,Electric,Ice,Rock,,#519,#520,#521,Super Luck,20,30,20,20,10,20,120,50%,50%,0,15 ,Flying ,,,53,,,,,,,,,
Tranquill,#520,https://assets.pokemon.com/assets/cms2/img/pokedex/full/520.png,"No matter where in the world it goes, it knows where its nest is, so it never gets separated from its Trainer.","Many people believe that, deep in the forest where Tranquill live, there is a peaceful place where there is no war.","2' 00""",Wild Pigeon,33.1 lbs,Normal,Flying,Electric,Ice,Rock,,#519,#520,#521,Super Luck,30,40,30,20,20,40,180,50%,50%,0,15 ,Flying ,#519,(Level 21),125,,,,,,,,,
Unfezant,#521,https://assets.pokemon.com/assets/cms2/img/pokedex/full/521.png,Males have plumage on their heads. They will never let themselves feel close to anyone other than their Trainers.,Males swing their head plumage to threaten opponents. The females' flying abilities surpass those of the males.,"3' 11""",Proud,63.9 lbs,Normal,Flying,Electric,Ice,Rock,,#519,#520,#521,Super Luck,30,60,40,30,20,50,230,50%,50%,0,15 ,Flying ,#520,(Level 32),220,,,,,,,,,
Blitzle,#522,https://assets.pokemon.com/assets/cms2/img/pokedex/full/522.png,Its mane shines when it discharges electricity. They use the frequency and rhythm of these flashes to communicate.,"When thunderclouds cover the sky, it will appear. It can catch lightning with its mane and store the electricity.","2' 07""",Electrified,65.7 lbs,Electric,,Ground,,,,#522,#523,,Lightning Rod,20,30,20,20,10,40,140,50%,50%,0,20 ,Field ,,,59,,,,,,,,,
Zebstrika,#523,https://assets.pokemon.com/assets/cms2/img/pokedex/full/523.png,"They have lightning-like movements. When Zebstrika run at full speed, the sound of thunder reverberates.","When this ill-tempered Pokémon runs wild, it shoots lightning from its mane in all directions.","5' 03""",Thunderbolt,175.3 lbs,Electric,,Ground,,,,#522,#523,,Lightning Rod,30,50,30,40,30,60,240,50%,50%,0,20 ,Field ,#522,(Level 27),174,,,,,,,,,
Roggenrola,#524,https://assets.pokemon.com/assets/cms2/img/pokedex/full/524.png,They were discovered a hundred years ago in an earthquake fissure. Inside each one is an energy core.,"Its ear is hexagonal in shape. Compressed underground, its body is as hard as steel.","1' 04""",Mantle,39.7 lbs,Rock,,Water,Grass,Fighting,Ground,#524,#525,#526,Sturdy,20,40,40,10,10,10,130,50%,50%,0,15 ,Mineral ,,,56,Steel,,,,,,,,
Boldore,#525,https://assets.pokemon.com/assets/cms2/img/pokedex/full/525.png,"When it is healthy, its core sticks out. Always facing the same way, it swiftly moves front to back and left to right.","Because its energy was too great to be contained, the energy leaked and formed orange crystals.","2' 11""",Ore,224.9 lbs,Rock,,Water,Grass,Fighting,Ground,#524,#525,#526,Sturdy,30,50,50,20,20,10,180,50%,50%,0,15 ,Mineral ,#524,(Level 25),137,Steel,,,,,,,,
Gigalith,#526,https://assets.pokemon.com/assets/cms2/img/pokedex/full/526.png,Compressing the energy from its internal core lets it fire off an attack capable of blowing away a mountain.,The solar rays it absorbs are processed in its energy core and fired as a ball of light.,"5' 07""",Compressed,573.2 lbs,Rock,,Water,Grass,Fighting,Ground,#524,#525,#526,Sturdy,30,70,60,30,30,20,240,50%,50%,0,15 ,Mineral ,#525,(Trade),232,Steel,,,,,,,,
Woobat,#527,https://assets.pokemon.com/assets/cms2/img/pokedex/full/527.png,The heart-shaped mark left on a body after a Woobat has been attached to it is said to bring good fortune.,Its habitat is dark forests and caves. It emits ultrasonic waves from its nose to learn about its surroundings.,"1' 04""",Bat,4.6 lbs,Psychic,Flying,Electric,Ice,Rock,Ghost,#527,#528,,Unaware,20,20,20,30,20,40,150,50%,50%,0,15 ,"Field, Flying ",,,65,Dark,,,,,,,,
Swoobat,#528,https://assets.pokemon.com/assets/cms2/img/pokedex/full/528.png,Anyone who comes into contact with the ultrasonic waves emitted by a courting male experiences a positive mood shift.,It shakes its tail vigorously when it emits ultrasonic waves strong enough to reduce concrete to rubble.,"2' 11""",Courting,23.1 lbs,Psychic,Flying,Electric,Ice,Rock,Ghost,#527,#528,,Unaware,30,30,30,40,20,60,210,50%,50%,0,15 ,"Field, Flying ",#527,(high Friendship),149,Dark,,,,,,,,
Drilbur,#529,https://assets.pokemon.com/assets/cms2/img/pokedex/full/529.png,"By spinning its body, it can dig straight through the ground at a speed of 30 mph.",It makes its way swiftly through the soil by putting both claws together and rotating at high speed.,"1' 00""",Mole,18.7 lbs,Ground,,Water,Grass,Ice,,#529,#530,,Sand Rush,30,40,20,10,20,40,160,50%,50%,0,20 ,Field ,,,66,,,,,,,,,
Excadrill,#530,https://assets.pokemon.com/assets/cms2/img/pokedex/full/530.png,"More than 300 feet below the surface, they build mazelike nests. Their activity can be destructive to subway tunnels.",It can help in tunnel construction. Its drill has evolved into steel strong enough to bore through iron plates.,"2' 04""",Subterrene,89.1 lbs,Ground,Steel,Fire,Water,Fighting,Ground,#529,#530,,Sand Rush,40,70,30,20,30,50,240,50%,50%,0,20 ,Field ,#529,(Level 31),178,,,,,,,,,
Audino,#531,https://assets.pokemon.com/assets/cms2/img/pokedex/full/531.png,"It touches others with the feelers on its ears, using the sound of their heartbeats to tell how they are feeling.","Using the feelers on its ears, it can tell how someone is feeling or when an egg might hatch.","3' 07""",Hearing,68.3 lbs,Normal,,Fighting,,,,#531,,,Healer,40,30,40,30,40,30,210,50%,50%,0,20 ,Fairy ,,,390,,,,,,,,,
